reportingEntity,facilityName,type,State,electricityProductionGJ,electricityProductionMWh,totalScope1EmissionstCO2e,totalEmissionstCO2e,emissionIntensitytCO2eMWh,gridConnected,grid,primaryFuel,YearStart,YearEnd,YearLabel
REGIONAL POWER CORPORATION,Horizon Power Aggregated Minor Power Stations,FA,WA,42232.0,152035.2,7794.0,7794,0.66,Off,Off-grid,Diesel,2014,2015,2014-15
SENVION HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,102127.0,367657.2,5.0,5,1.3599624867947643e-05,On,NEM,Wind,2014,2015,2014-15
SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Musselroe Wind Farm Pty Ltd,F,TAS,1900382.0,6841375.2,151.0,3032,2.2071585841396332e-05,On,NEM,Wind,2014,2015,2014-15
SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,872765.0,3141954.0,76.0,4832,2.4188769154481574e-05,On,NEM,Wind,2014,2015,2014-15
SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,1008270.0,3629772.0,83.0,5569,2.286645001394027e-05,On,NEM,Wind,2014,2015,2014-15
SNOWTOWN SOUTH WIND FARM PTY LTD,SNOWTOWN SOUTH WIND FARM,F,SA,1538563.0,5538826.8,47.0,195,8.485551488990413e-06,On,NEM,Wind,2014,2015,2014-15
SNOWTOWN WIND FARM STAGE 2 PTY LTD,SNOWTOWN WIND FARM STAGE 2,F,SA,1493388.0,5376196.8,54.0,257,1.0044275164926998e-05,On,NEM,Wind,2014,2015,2014-15
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,5951.0,21423.600000000002,895.0,1464,0.54,On,NEM,Liquid Fuel,2014,2015,2014-15
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,7027.0,25297.2,4646.0,7362,2.38,On,NEM,Gas,2014,2015,2014-15
SNOWY HYDRO LIMITED,HEZ Power Station,F,NSW,840.0,3024.0,149.0,668,0.64,On,NEM,Diesel,2014,2015,2014-15
SNOWY HYDRO LIMITED,Laverton North Power Station,F,VIC,4119.0,14828.4,1854.0,5146,1.62,On,NEM,Gas,2014,2015,2014-15
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,13511.0,48639.6,2083.0,2390,0.56,On,NEM,Diesel,2014,2015,2014-15
SNOWY HYDRO LIMITED,Valley Power,F,VIC,18715.0,67374.0,4314.0,7260,0.83,On,NEM,Gas,2014,2015,2014-15
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,625416.0,2251497.6,206.0,844,9.149465671204801e-05,On,NEM,Hydro,2014,2015,2014-15
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,1614214.0,5811170.4,35.0,1248,6.022883101139144e-06,On,NEM,Hydro,2014,2015,2014-15
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,1049.0,3776.4,332.0,335,1.14,On,NEM,Diesel,2014,2015,2014-15
SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,F,SA,17591.0,63327.6,6105.0,6630,1.25,On,NEM,Gas,2014,2015,2014-15
SYNERGEN POWER PTY LIMITED,Mintaro Power Station,F,SA,25681.0,92451.6,5795.0,5939,0.81,On,NEM,Gas,2014,2015,2014-15
SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,F,SA,1386.0,4989.6,551.0,932,1.43,On,NEM,Diesel,2014,2015,2014-15
SYNERGEN POWER PTY LIMITED,Snuggery Power Station,F,SA,1350.0,4860.0,510.0,1093,1.36,On,NEM,Diesel,2014,2015,2014-15
WATER CORPORATION,Cocos Keeling Islands Generation,FA,WA,20311.0,73119.6,3886.0,3886,0.69,Off,Off-grid,Liquid Fuel,2014,2015,2014-15
WORLEYPARSONS LIMITED,Exmouth Power Station,F,WA,81850.0,294660.0,15883.0,15883,0.7,Off,Off-grid,Gas,2014,2015,2014-15
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,595234.0,2142842.4,22.0,305,1.0266737301819304e-05,On,NEM,Wind,2015,2016,2015-16
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,2352139.0,8467700.4,93.0,1043,1.098291101560466e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,263335.0,948006.0,83.0,956,8.755218848825851e-05,On,NEM,Hydro,2015,2016,2015-16
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,331577.0,1193677.2,3.0,257,2.5132422735392786e-06,On,NEM,Solar,2015,2016,2015-16
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,24438.0,87976.8,1.0,49,1.1366633021432923e-05,On,NEM,Hydro,2015,2016,2015-16
AGL ENERGY LIMITED,Clover Hydro,F,VIC,164536.0,592329.6,3.0,210,5.064747735044813e-06,On,NEM,Hydro,2015,2016,2015-16
AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,91410.0,329076.0,18881.0,18958,0.74,On,NEM,Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,45682.0,164455.2,1.0,59,6.080683371520025e-06,On,NEM,Hydro,2015,2016,2015-16
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,551464.0,1985270.4000000001,27.0,1025,1.360016247660772e-05,On,NEM,Hydro,2015,2016,2015-16
AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,39788.0,143236.80000000002,638.0,640,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1160705.0,4178538.0,81.0,277,1.9384770462779086e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,896973.0,3229102.8000000003,69.0,224,2.1368164556421057e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1646119.0,5926028.4,104.0,519,1.7549696521872894e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,540044.0,1944158.4000000001,81.0,275,4.166327188155039e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,14083.0,50698.8,383.0,383,0.1,On,NEM,Landfill Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,4078.0,14680.800000000001,1332.0,2369,1.18,On,NEM,Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,13749.0,49496.4,221.0,223,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,130693.0,470494.8,20231.0,22679,0.56,On,NEM,Coal Seam Methane,2015,2016,2015-16
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,826348.0,2974852.8000000003,159.0,936,5.3448022705526804e-05,On,NEM,Solar,2015,2016,2015-16
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,604314.0,2175530.4,68.0,778,3.1256745481469714e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,75943.0,273394.8,1255.0,1258,0.06,On,SWIS,Landfill Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,16451.0,59223.6,259.0,271,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,41928.0,150940.80000000002,10149.0,12101,0.87,On,NEM,Gas,2015,2016,2015-16
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,963022.0,3466879.2,45.0,240,1.2979973458550272e-05,On,NEM,Wind,2015,2016,2015-16
AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,177210.0,637956.0,2468.0,3754,0.05,On,NEM,Biogas,2015,2016,2015-16
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3443.0,12394.800000000001,617.0,617,0.65,Off,Off-grid,Solar,2015,2016,2015-16
AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,29824.0,107366.40000000001,451.0,454,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,815306.0,2935101.6,90.0,544,3.066333376670845e-05,On,SWIS,Wind,2015,2016,2015-16
BPIH PTY LIMITED,GX Energy Pty Ltd,F,NSW,84813.0,305326.8,13306.0,15335,0.56,On,NEM,Gas,2015,2016,2015-16
CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,426416.0,1535097.6,15.0,132,9.771365677335434e-06,On,NEM,Wind,2015,2016,2015-16
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,729154.0,2624954.4,7840.0,8802,0.04,On,NEM,Bagasse,2015,2016,2015-16
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,532727.0,1917817.2,3908.0,5507,0.03,On,NEM,Bagasse,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,F,WA,8671.0,31215.600000000002,1682.0,1682,0.7,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,F,WA,27859.0,100292.40000000001,5320.0,5320,0.69,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,F,WA,14705.0,52938.0,3141.0,3141,0.77,Off,Off-grid,Gas,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,54245.0,195282.0,10711.0,10711,0.71,Off,Off-grid,Diesel,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,F,WA,2447.0,8809.2,523.0,523,0.77,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,F,WA,9022.0,32479.2,1753.0,1753,0.7,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,F,WA,3918.0,14104.800000000001,790.0,790,0.73,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2414544.0,8692358.4,238.0,990,2.7380371246542248e-05,On,SWIS,Wind,2015,2016,2015-16
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,1202811.0,4330119.600000001,94.0,1026,2.1708407315123578e-05,On,NEM,Wind,2015,2016,2015-16
CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,F,NSW,1011619.0,3641828.4,59.0,332,1.6200653495919797e-05,On,NEM,Wind,2015,2016,2015-16
DELTA ELECTRICITY,Brown Mountain Power Station,F,NSW,84542.0,304351.2,11.0,13,3.614245647791104e-05,On,NEM,Hydro,2015,2016,2015-16
ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,345142.0,1242511.2,12.0,20,9.657860629344831e-06,On,SWIS,Wind,2015,2016,2015-16
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,6244.0,22478.4,14.0,17,0.01,On,SWIS,Wind/Diesel,2015,2016,2015-16
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,12099.0,43556.4,1541.0,1541,0.46,Off,Off-grid,Wind/Diesel,2015,2016,2015-16
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,18456.0,66441.6,2366.0,2366,0.46,Off,Off-grid,Wind/Diesel,2015,2016,2015-16
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,6361.0,22899.600000000002,2151.0,2151,1.22,On,SWIS,Gas,2015,2016,2015-16
ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,65514.0,235850.4,14545.0,14545,0.8,On,SWIS,Gas,2015,2016,2015-16
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,387.0,1393.2,76.0,76,0.71,On,SWIS,Liquid Fuel,2015,2016,2015-16
ENERGEX LTD,Energy Impact - Bromelton Peak Generation Plant,F,QLD,4248.0,15292.800000000001,851.0,1273,0.72,On,NEM,Liquid Fuel,2015,2016,2015-16
ENERGEX LTD,Energy Impact - Generation,F,QLD,3650.0,13140.0,715.0,715,0.71,On,NEM,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Ardyaloon Remote Power Station,F,WA,7231.0,26031.600000000002,1472.0,1472,0.73,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Beagle Bay Remote Power Station,F,WA,6737.0,24253.2,1356.0,1356,0.72,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Belrose LFG Power Station,F,NSW,22260.0,80136.0,410.0,410,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Berwick LFG Power Station,F,VIC,65410.0,235476.0,1161.0,1757,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Bidyadanga Remote Power Staiton,F,WA,11623.0,41842.8,2306.0,2306,0.71,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Broadmeadows LFG Power Station,F,VIC,63009.0,226832.4,1117.0,1241,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Brooklyn LFG Power Station,F,VIC,51958.0,187048.80000000002,896.0,899,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Browns Plains LFG Power Station,F,QLD,45924.0,165326.4,810.0,813,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Century Power Station,F,QLD,6112.0,22003.2,1195.0,1195,0.7,On,Mt Isa,Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Clayton LFG Power Station,F,VIC,271316.0,976737.6,4215.0,4481,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Coober Pedy Remote Power Station,F,SA,44801.0,161283.6,8455.0,8455,0.68,Off,Off-grid,Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Corio LFG Power Station,F,VIC,23608.0,84988.8,420.0,448,0.07,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Derby LNG Power Station,F,WA,134835.0,485406.0,21851.0,21851,0.58,Off,Off-grid,Gas/Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Djarandjin Remote Power Station,F,WA,6870.0,24732.0,1394.0,1394,0.73,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Eastern Creek LFG Power Station,F,NSW,43534.0,156722.4,700.0,703,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Fitzroy Crossing LNG Power Station,F,WA,53287.0,191833.2,9575.0,9575,0.65,Off,Off-grid,Gas/Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Gascoyne Junction Remote Power Station,F,WA,2814.0,10130.4,627.0,627,0.8,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Grange Avenue LFG Power Station,F,NSW,25014.0,90050.40000000001,409.0,412,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Halls Creek LNG Power Station,F,WA,43083.0,155098.80000000002,7306.0,7306,0.61,Off,Off-grid,Gas/Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Highbury LFG Power Station,F,SA,4330.0,15588.0,80.0,96,0.08,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Jacks Gully LFG Power Station,F,NSW,52288.0,188236.80000000002,900.0,902,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Karumba Power Station,F,QLD,29025.0,104490.0,5750.0,5756,0.71,Off,Off-grid,Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Laverton Remote Power Station,F,WA,12837.0,46213.200000000004,2572.0,2572,0.72,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Leonora Remote Power Station,F,WA,30635.0,110286.0,6108.0,6108,0.72,Off,Off-grid,Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Looma Power Station,F,WA,10467.0,37681.200000000004,2350.0,2350,0.81,Off,Off-grid,Gas/Diesel,2015,2016,2015-16
DUET COMPANY LIMITED,Lucas Heights 1 LFG Power Station,F,NSW,53108.0,191188.80000000002,945.0,950,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Lucas Heights 2 LFG Power Station,F,NSW,368337.0,1326013.2,6465.0,6468,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Menzies Remote Power Station,F,WA,2449.0,8816.4,531.0,531,0.78,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,Mugga Lane LFG Power Station,F,ACT,80866.0,291117.60000000003,1431.0,1432,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Pedler Creek LFG Power Station,F,SA,57633.0,207478.80000000002,1013.0,1014,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Red Hill Power Station,F,WA,10009.0,36032.4,160.0,160,0.06,On,SWIS,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Roghan Road LFG Power Station,F,QLD,3589.0,12920.4,65.0,111,0.07,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Springvale LFG Power Station,F,VIC,53229.0,191624.4,947.0,953,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Tahmoor Power Station,F,NSW,140096.0,504345.60000000003,20213.0,20223,0.52,On,NEM,Waste Coal Mine Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Tamala Park Power Station,F,WA,14976.0,53913.6,237.0,237,0.06,On,SWIS,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Tea Tree Gully LFG Power Station,F,SA,4164.0,14990.4,77.0,95,0.08,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Warmun Remote Power Station,F,WA,10668.0,38404.8,2208.0,2208,0.75,Off,Off-grid,Liquid Fuel,2015,2016,2015-16
DUET COMPANY LIMITED,West Belconnen LFG Power Station,F,ACT,8006.0,28821.600000000002,154.0,166,0.07,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Wingfield 1 LFG Power Station,F,SA,53049.0,190976.4,933.0,934,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
DUET COMPANY LIMITED,Wingfield 2 LFG Power Station,F,SA,59208.0,213148.80000000002,1041.0,1042,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
ENERGY WORLD CORPORATION LTD,Brewer Power Station,F,NT,109710.0,394956.0,20492.0,20507,0.67,Off,Off-grid,Gas,2015,2016,2015-16
ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,616428.0,2219140.8000000003,47.0,176,2.117936815906408e-05,On,NEM,Wind,2015,2016,2015-16
ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,1103990.0,3974364.0,72.0,282,1.8116106124149674e-05,On,NEM,Wind,2015,2016,2015-16
ESSENTIAL ENERGY,Essential Energy Generation Facilities,F,NSW,3290.0,11844.0,1239.0,1645,1.36,On,NEM,Multiple sources,2015,2016,2015-16
FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,85721.0,308595.60000000003,17304.0,17304,0.73,Off,Off-grid,Gas,2015,2016,2015-16
FPC 30 LIMITED,FPC Green Energy,F,QLD,284724.0,1025006.4,3854.0,5814,0.05,On,NEM,Biofuel,2015,2016,2015-16
HYDROELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,805018.0,2898064.8000000003,15015.0,15032,0.07,On,NEM,Hydro,2015,2016,2015-16
HYDROELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,13222.0,47599.200000000004,2498.0,2500,0.68,Off,Off-grid,Wind/Diesel,2015,2016,2015-16
HYDROELECTRIC CORPORATION,George Town (Temp Diesel),F,TAS,31595.0,113742.0,6160.0,6163,0.7,On,NEM,Diesel,2015,2016,2015-16
HYDROELECTRIC CORPORATION,King Island Power Station,F,TAS,46703.0,168130.80000000002,4466.0,4469,0.34,Off,Off-grid,Wind/Diesel,2015,2016,2015-16
HYDROELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,370684.0,1334462.4000000001,9979.0,10009,0.1,On,NEM,Hydro,2015,2016,2015-16
HYDROELECTRIC CORPORATION,Port Latta (Temp Diesel),F,TAS,19236.0,69249.6,3884.0,3887,0.73,On,NEM,Diesel,2015,2016,2015-16
HYDROELECTRIC CORPORATION,Que River (Temp Diesel),F,TAS,23521.0,84675.6,5065.0,5070,0.78,On,NEM,Diesel,2015,2016,2015-16
IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,491832.0,1770595.2,27.0,223,1.5249109452008003e-05,On,NEM,Wind,2015,2016,2015-16
IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,631683.0,2274058.8000000003,13.0,194,5.7166507743775135e-06,On,NEM,Wind,2015,2016,2015-16
IFM RENEWABLE ENERGY PTY LTD,Codrington Wind Farm,F,VIC,148019.0,532868.4,11.0,66,2.0642995531354456e-05,On,NEM,Wind,2015,2016,2015-16
IFM RENEWABLE ENERGY PTY LTD,Ord Hydro,F,WA,780200.0,2808720.0,18.0,18,6.40861317610869e-06,Off,Off-grid,Hydro,2015,2016,2015-16
IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,F,VIC,1657431.0,5966751.600000001,5.0,5,8.379768985187852e-07,On,NEM,Wind,2015,2016,2015-16
IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,308923.0,1112122.8,24.0,220,2.158035065911786e-05,On,NEM,Wind,2015,2016,2015-16
INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,1103621.0,3973035.6,43.0,795,1.0822958646532137e-05,On,SWIS,Wind,2015,2016,2015-16
INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1333851.0,4801863.600000001,103.0,891,2.1450005368748916e-05,On,NEM,Wind,2015,2016,2015-16
INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2394147.0,8618929.200000001,63.0,866,7.3094926919692055e-06,On,NEM,Wind,2015,2016,2015-16
INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,545517.0,1963861.2,22.0,357,1.120242102649617e-05,On,NEM,Wind,2015,2016,2015-16
LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,27524.0,99086.40000000001,425.0,425,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Atlas Renewable Energy Facility,F,WA,14490.0,52164.0,228.0,228,0.06,On,SWIS,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,31788.0,114436.8,497.0,497,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,24593.0,88534.8,392.0,392,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,15151.0,54543.6,236.0,236,0.06,On,NEM,Solar,2015,2016,2015-16
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,23993.0,86374.8,364.0,364,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,27675.0,99630.0,445.0,445,0.06,On,DKIS,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,226741.0,816267.6,3247.0,3247,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,211479.0,761324.4,3081.0,3081,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,27367.0,98521.2,445.0,445,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,22762.0,81943.2,356.0,356,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,64609.0,232592.4,973.0,973,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,44237.0,159253.2,705.0,705,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,123969.0,446288.4,1768.0,1768,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,15685.0,56466.0,242.0,242,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,100737.0,362653.2,1566.0,1566,0.06,On,SWIS,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,51102.0,183967.2,841.0,841,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Suntown Renewable Energy Facility,F,QLD,99.0,356.40000000000003,2.0,2,0.07,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,40332.0,145195.2,627.0,627,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Tweed Shire Renewable Energy Facility,F,NSW,2118.0,7624.8,37.0,37,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,197228.0,710020.8,3053.0,3053,0.06,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,55106.0,198381.6,763.0,763,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,65920.0,237312.0,1004.0,1004,0.05,On,NEM,Landfill Gas,2015,2016,2015-16
MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,F,VIC,1271657.0,4577965.2,120.0,121,2.621251904667165e-05,On,NEM,Wind,2015,2016,2015-16
MITSUI CO AUSTRALIA LTD,Bald Hills Wind Farm,F,VIC,1165374.0,4195346.4,45.0,889,1.072617031099029e-05,On,NEM,Wind,2015,2016,2015-16
MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,51831.0,186591.6,13568.0,14120,0.94,On,NEM,Gas,2015,2016,2015-16
MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,43841.0,157827.6,10990.0,11385,0.9,On,NEM,Gas,2015,2016,2015-16
