reportingEntity,facilityName,type,State,electricityProductionGJ,electricityProductionMWh,totalScope1EmissionstCO2e,totalEmissionstCO2e,emissionIntensitytCO2eMWh,gridConnected,grid,primaryFuel,YearStart,YearEnd,YearLabel
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,58542.0,210751.2,1041.0,1043,0.06,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,349787.0,1259233.2,6148.0,6150,0.06,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Mugga Lane LFG Power Station,F,ACT,88471.0,318495.60000000003,1602.0,1603,0.07,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill Power Station,F,WA,99957.0,359845.2,1576.0,1579,0.06,On,SWIS,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Roghan Road LFG Power Station,F,QLD,3590.0,12924.0,63.0,107,0.06,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,51415.0,185094.0,915.0,924,0.06,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tahmoor Power Station,F,NSW,101654.0,365954.4,16206.0,16215,0.57,On,NEM,Waste Coal Mine Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park Power Station,F,WA,145240.0,522864.0,2558.0,2558,0.06,On,SWIS,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,West Belconnen LFG Power Station,F,ACT,7830.0,28188.0,152.0,165,0.07,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,F,SA,53969.0,194288.4,951.0,952,0.06,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,62127.0,223657.2,1094.0,1095,0.06,On,NEM,Landfill Gas,2016,2017,2016-17
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,10918.0,39304.8,1.0,9,2.54421851784006e-05,On,NEM,Wind,2016,2017,2016-17
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2506701.0,9024123.6,270.0,826,2.9919802960145625e-05,On,SWIS,Wind,2016,2017,2016-17
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,1257486.0,4526949.600000001,116.0,1045,2.562431885700693e-05,On,NEM,Wind,2016,2017,2016-17
EIT BALD HILLS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1269684.0,4570862.4,120.0,932,2.625325146519396e-05,On,NEM,Wind,2016,2017,2016-17
EIT MUMBIDA WIND FARM PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,736620.0,2651832.0,45.0,292,1.696940077651978e-05,On,SWIS,Wind,2016,2017,2016-17
ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,309241.0,1113267.6,12.0,23,1.0779079531282504e-05,On,SWIS,Wind,2016,2017,2016-17
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,5566.0,20037.600000000002,10.0,13,0.01,On,SWIS,Wind,2016,2017,2016-17
ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,51440.0,185184.0,1.0,7,5.400034560221186e-06,Off,Off-grid,Wind,2016,2017,2016-17
ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,7261.0,26139.600000000002,1529.0,1945,0.76,On,NEM,Liquid Fuel,2016,2017,2016-17
ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,551476.0,1985313.6,53.0,174,2.6696034319212843e-05,On,NEM,Wind,2016,2017,2016-17
ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,1113109.0,4007192.4,57.0,320,1.4224423064887027e-05,On,NEM,Wind,2016,2017,2016-17
GSP ENERGY PTY LTD,Burrinjuck Power Station,F,NSW,385089.0,1386320.4000000001,12.0,14,8.656007658835576e-06,On,NEM,Hydro,2016,2017,2016-17
GSP ENERGY PTY LTD,Hume Power Station,F,NSW,920437.0,3313573.2,23.0,228,6.941147399429715e-06,On,NEM,Hydro,2016,2017,2016-17
GSP ENERGY PTY LTD,Keepit Power Station,F,NSW,21499.0,77396.40000000001,7.0,7,9.044348315942343e-05,On,NEM,Hydro,2016,2017,2016-17
HYDROELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,18871.0,67935.6,2875.0,2877,0.55,Off,Off-grid,Wind,2016,2017,2016-17
HYDROELECTRIC CORPORATION,King Island Power Station,F,TAS,48448.0,174412.80000000002,4969.0,4972,0.37,Off,Off-grid,Wind,2016,2017,2016-17
INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,1244260.0,4479336.0,65.0,537,1.451107932068503e-05,On,SWIS,Wind,2016,2017,2016-17
INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,1276714.0,4596170.4,168.0,1069,3.655216960624436e-05,On,NEM,Wind,2016,2017,2016-17
INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2400179.0,8640644.4,115.0,908,1.3309192541241484e-05,On,NEM,Wind,2016,2017,2016-17
INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,528884.0,1903982.4000000001,42.0,446,2.2059027436388065e-05,On,NEM,Wind,2016,2017,2016-17
MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,50502.0,181807.2,13692.0,14223,0.98,On,NEM,Gas,2016,2017,2016-17
MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,45092.0,162331.2,11019.0,11388,0.88,On,NEM,Gas,2016,2017,2016-17
MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,50091.0,180327.6,12222.0,12734,0.88,On,NEM,Gas,2016,2017,2016-17
MOMENTUM ENERGY PTY LIMITED,ST. Vincent’s Hospital Cogeneration Plant,F,VIC,46606.0,167781.6,13144.0,13656,1.02,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Australand,F,NSW,4469.0,16088.4,738.0,790,0.59,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Blackmores,F,NSW,4564.0,16430.4,916.0,969,0.72,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Bond,F,NSW,3566.0,12837.6,556.0,598,0.56,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Chifley Square,F,NSW,3168.0,11404.800000000001,472.0,509,0.54,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Cullerin Wind Farm,F,NSW,16723.0,60202.8,8.0,10,0.00013288418478874737,On,NEM,Wind,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Dandenong,F,VIC,10577.0,38077.200000000004,1801.0,1984,0.61,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Drapac,F,VIC,2386.0,8589.6,423.0,459,0.64,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Exhibition Street,F,VIC,7923.0,28522.8,1228.0,1348,0.56,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Kent Street,F,NSW,12601.0,45363.6,1736.0,1883,0.5,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,La Trobe,F,VIC,2395.0,8622.0,404.0,440,0.61,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Mirvac,F,NSW,15564.0,56030.4,2379.0,2561,0.55,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Mount,F,NSW,6896.0,24825.600000000002,1074.0,1154,0.56,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,Stockland Headquarters,F,NSW,5244.0,18878.4,849.0,910,0.58,On,NEM,Gas,2016,2017,2016-17
ORIGIN ENERGY LIMITED,University of NSW,F,NSW,8388.0,30196.8,1458.0,1556,0.63,On,NEM,Gas,2016,2017,2016-17
PERTH ENERGY PTY LTD,Merredin Energy Power Station,F,WA,1591.0,5727.6,473.0,997,1.07,On,SWIS,Gas,2016,2017,2016-17
RATCH AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,229802.0,827287.2000000001,65.0,117,7.857005402718668e-05,On,NEM,Wind,2016,2017,2016-17
RATCH AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,F,VIC,178252.0,641707.2000000001,33.0,259,5.1425322951028126e-05,On,NEM,Wind,2016,2017,2016-17
RATCH AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,100175.0,360630.0,28.0,45,7.764190444499904e-05,On,NEM,Wind,2016,2017,2016-17
REGIONAL POWER CORPORATION,Kununurra Power Station & Kununurra Distribution network,F,WA,892.0,3211.2000000000003,356.0,356,1.44,Off,Off-grid,Diesel,2016,2017,2016-17
REGIONAL POWER CORPORATION,Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,23574.0,84866.40000000001,4378.0,4927,0.67,Off,Off-grid,Gas,2016,2017,2016-17
RENEWABLE POWER AUSTRALIA LIMITED,FPC Green Energy,F,QLD,150137.0,540493.2000000001,1632.0,3561,0.04,On,NEM,Biofuel,2016,2017,2016-17
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty Ltd,F,TAS,2166190.0,7798284.0,153.0,308,1.9619700949593527e-05,On,NEM,Wind,2016,2017,2016-17
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,829195.0,2985102.0,75.0,97,2.5124769605862713e-05,On,NEM,Wind,2016,2017,2016-17
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,959057.0,3452605.2,86.0,111,2.4908726894114622e-05,On,NEM,Wind,2016,2017,2016-17
SNOWTOWN SOUTH WIND FARM PTY LTD,SNOWTOWN SOUTH WIND FARM,F,SA,1500088.0,5400316.8,92.0,283,1.7036037589498453e-05,On,NEM,Wind,2016,2017,2016-17
SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,F,SA,1117532.0,4023115.2,121.0,468,3.007619568040209e-05,On,NEM,Wind,2016,2017,2016-17
SNOWTOWN WIND FARM STAGE 2 PTY LTD,SNOWTOWN WIND FARM STAGE 2,F,SA,1463729.0,5269424.4,104.0,390,1.973650101138181e-05,On,NEM,Wind,2016,2017,2016-17
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,27539.0,99140.40000000001,5267.0,5624,0.69,On,NEM,Liquid Fuel,2016,2017,2016-17
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,50430.0,181548.0,9242.0,16036,0.66,On,NEM,Gas,2016,2017,2016-17
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,64146.0,230925.6,9046.0,9421,0.51,On,NEM,Diesel,2016,2017,2016-17
SNOWY HYDRO LIMITED,Valley Power,F,VIC,14794.0,53258.4,3905.0,6887,0.95,On,NEM,Gas,2016,2017,2016-17
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,457784.0,1648022.4000000001,37.0,55,2.2451151149401852e-05,On,NEM,Wind,2016,2017,2016-17
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,578619.0,2083028.4000000001,55.0,55,2.6403864680865606e-05,On,NEM,Wind,2016,2017,2016-17
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,F,WA,765439.0,2755580.4,31.0,60,1.1249898569462898e-05,Off,Off-grid,Hydro,2016,2017,2016-17
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,459973.0,1655902.8,205.0,937,0.01,On,NEM,Hydro,2016,2017,2016-17
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,1756092.0,6321931.2,72.0,741,1.1388924953817909e-05,On,NEM,Hydro,2016,2017,2016-17
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,1404.0,5054.400000000001,494.0,496,1.27,On,NEM,Diesel,2016,2017,2016-17
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,18079.0,65084.4,6513.0,7925,1.3,On,Mt Isa,Gas,2016,2017,2016-17
SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,F,SA,34902.0,125647.2,11602.0,12006,1.2,On,NEM,Gas,2016,2017,2016-17
SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,F,SA,7962.0,28663.2,4015.0,4401,1.82,On,NEM,Diesel,2016,2017,2016-17
SYNERGEN POWER PTY LIMITED,Snuggery Power Station,F,SA,11509.0,41432.4,3602.0,4089,1.13,On,NEM,Diesel,2016,2017,2016-17
ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,F,SA,550950.0,1983420.0,48.0,184,2.4200623166046525e-05,On,NEM,Wind,2017,2018,2017-18
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,601740.0,2166264.0,44.0,249,2.031146711573474e-05,On,NEM,Wind,2017,2018,2017-18
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,2317673.0,8343622.8,132.0,1098,1.5820465901215e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,11089.0,39920.4,4.0,63,0.00010019939679963126,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,290885.0,1047186.0,82.0,934,7.830509575185306e-05,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,470545.0,1693962.0,78.0,423,4.604589713346581e-05,On,NEM,Solar,2017,2018,2017-18
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,130417.0,469501.2,1.0,37,2.1299200087241525e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Clover Hydro,F,VIC,195811.0,704919.6,2.0,270,2.8372029944975287e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,84730.0,305028.0,17445.0,17509,0.74,On,NEM,Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,148524.0,534686.4,1.0,44,1.870255162652351e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,201611.0,725799.6,1.0,637,1.37779078412278e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,668859.0,2407892.4,13.0,680,5.398912343425313e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,32986.0,118749.6,517.0,518,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1126198.0,4054312.8000000003,96.0,287,2.3678488744134393e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,901465.0,3245274.0,71.0,229,2.1877967777143008e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1708149.0,6149336.4,152.0,529,2.471811429929252e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,582085.0,2095506.0,62.0,286,2.9587125973392585e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Hobart Landfill Generation,F,TAS,22430.0,80748.0,358.0,359,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,3073.0,11062.800000000001,1037.0,1969,1.21,On,NEM,Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Kemps Creek Landfill Generation,F,NSW,47007.0,169225.2,633.0,651,0.05,On,NEM,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Kincumber Landfill Generation,F,NSW,7588.0,27316.8,142.0,161,0.07,On,NEM,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,357923.0,1288522.8,6.0,4699,4.656495018947278e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,902651.0,3249543.6,150.0,913,4.616032848428315e-05,On,NEM,Solar,2017,2018,2017-18
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,677832.0,2440195.2,79.0,694,3.237445922358998e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,84406.0,303861.60000000003,1472.0,1480,0.06,On,SWIS,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,150908.0,543268.8,1.0,39,1.8407094241377378e-06,On,NEM,Hydro,2017,2018,2017-18
AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,6308.0,22708.8,80.0,85,0.05,On,NEM,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,977706.0,3519741.6,47.0,219,1.335325297743448e-05,On,NEM,Wind,2017,2018,2017-18
AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,231340.0,832824.0,3088.0,4245,0.05,On,NEM,Biogas,2017,2018,2017-18
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3146.0,11325.6,686.0,686,0.78,Off,Off-grid,Solar,2017,2018,2017-18
AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,27416.0,98697.6,464.0,474,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,134344.0,483638.4,1.0,40,2.0676604669935223e-06,On,NEM,Hydro,2017,2018,2017-18
APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,864702.0,3112927.2,63.0,396,2.02381861034206e-05,On,SWIS,Wind,2017,2018,2017-18
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,2257531.0,8127111.600000001,17.0,1707,2.0917640653537968e-06,On,NEM,Wind,2017,2018,2017-18
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1306751.0,4704303.600000001,105.0,927,2.2319988021181282e-05,On,NEM,Wind,2017,2018,2017-18
BEIJING JINGNENG CLEAN ENERGY AUSTRALIA HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1825008.0,6570028.8,52.0,231,7.914729384443491e-06,On,NEM,Wind,2017,2018,2017-18
BPIH PTY LIMITED,Enwave Central Park Pty Ltd,F,NSW,7740.0,27864.0,2857.0,2857,1.33,On,NEM,Gas,2017,2018,2017-18
BPIH PTY LIMITED,Enwave Mascot Pty Ltd,F,NSW,104473.0,376102.8,15273.0,17143,0.53,On,NEM,Gas,2017,2018,2017-18
CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,469585.0,1690506.0,13.0,33,7.690005241034341e-06,On,NEM,Wind,2017,2018,2017-18
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,846961.0,3049059.6,7418.0,8143,0.03,On,NEM,Bagasse,2017,2018,2017-18
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,774424.0,2787926.4,6020.0,6699,0.03,On,NEM,Bagasse,2017,2018,2017-18
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,289030.0,1040508.0,5.0,83,4.805345081440988e-06,On,NEM,Wind,2017,2018,2017-18
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1245731.0,4484631.600000001,64.0,839,1.427096040620148e-05,On,NEM,Wind,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,F,WA,10727.0,38617.200000000004,2060.0,2060,0.69,Off,Off-grid,Diesel,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,F,WA,24219.0,87188.40000000001,4610.0,4610,0.69,Off,Off-grid,Diesel,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,F,WA,13739.0,49460.4,2140.0,2140,0.56,Off,Off-grid,Gas,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,15562.0,56023.200000000004,3213.0,3213,0.74,Off,Off-grid,Diesel,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,F,WA,2462.0,8863.2,528.0,528,0.77,Off,Off-grid,Diesel,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,F,WA,8725.0,31410.0,1706.0,1706,0.7,Off,Off-grid,Diesel,2017,2018,2017-18
CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,F,WA,3676.0,13233.6,760.0,760,0.74,Off,Off-grid,Diesel,2017,2018,2017-18
CULLERIN RANGE WIND FARM PTY LTD,Cullerin Range Wind Farm,F,NSW,405688.0,1460476.8,28.0,110,1.9171821147723812e-05,On,NEM,Wind,2017,2018,2017-18
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2575799.0,9272876.4,388.0,978,4.184246432962268e-05,On,SWIS,Wind,2017,2018,2017-18
CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,1339270.0,4821372.0,365.0,1149,7.570459197091617e-05,On,NEM,Wind,2017,2018,2017-18
EDL TT PTY LIMITED,Tahmoor WCMG Power Station,F,NSW,118651.0,427143.60000000003,18916.0,18923,0.57,On,NEM,Waste Coal Mine Gas,2017,2018,2017-18
EDL LFG ACT PTY LTD,Mugga Lane LFG Power Station,F,ACT,114143.0,410914.8,2013.0,2014,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG ACT PTY LTD,West Belconnen LFG Power Station,F,ACT,7519.0,27068.4,146.0,160,0.07,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG NSW PTY LTD,Belrose LFG Power Station,F,NSW,8209.0,29552.4,185.0,185,0.08,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG NSW PTY LTD,Eastern Creek LFG Power Station,F,NSW,32006.0,115221.6,519.0,526,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG NSW PTY LTD,Grange Avenue LFG Power Station,F,NSW,19676.0,70833.6,326.0,329,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG NSW PTY LTD,Jack's Gully LFG Power Station,F,NSW,46214.0,166370.4,799.0,800,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG NSW PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,50303.0,181090.80000000002,896.0,900,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG NSW PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,363867.0,1309921.2,6379.0,6381,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG QLD PTY LTD,Browns Plains LFG Power Station,F,QLD,49434.0,177962.4,873.0,875,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG QLD PTY LTD,Roghan Road LFG Power Station,F,QLD,3462.0,12463.2,64.0,107,0.07,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG SA PTY LTD,Wingfield 1 LFG Power Station,F,SA,56828.0,204580.80000000002,1000.0,1001,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG SA PTY LTD,Wingfield 2 LFG Power Station,F,SA,53366.0,192117.6,939.0,940,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG VIC PTY LTD,Berwick LFG Power Station,F,VIC,43366.0,156117.6,779.0,1097,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG VIC PTY LTD,Broadmeadows LFG Power Station,F,VIC,47876.0,172353.6,855.0,952,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG VIC PTY LTD,Brooklyn LFG Power Station,F,VIC,40378.0,145360.80000000002,704.0,707,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG VIC PTY LTD,Clayton LFG Power Station,F,VIC,303134.0,1091282.4000000001,4717.0,5056,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG VIC PTY LTD,Corio LFG Power Station,F,VIC,26897.0,96829.2,480.0,484,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL LFG VIC PTY LTD,Springvale LFG Power Station,F,VIC,43619.0,157028.4,782.0,791,0.06,On,NEM,Landfill Gas,2017,2018,2017-18
EDL NGD WA PTY LTD,Derby LNG Power Station,F,WA,121420.0,437112.0,19928.0,19928,0.59,Off,Off-grid,Gas,2017,2018,2017-18
EDL NGD WA PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,53373.0,192142.80000000002,9437.0,9437,0.64,Off,Off-grid,Gas,2017,2018,2017-18
EDL NGD WA PTY LTD,Halls Creek LNG Power Station,F,WA,41293.0,148654.80000000002,7253.0,7253,0.63,Off,Off-grid,Gas,2017,2018,2017-18
EDL NGD WA PTY LTD,Looma NGD Power Station,F,WA,9142.0,32911.200000000004,2065.0,2065,0.81,Off,Off-grid,Diesel,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,333656.0,1201161.6,12.0,22,9.990329361178378e-06,On,SWIS,Wind,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,5968.0,21484.8,63.0,66,0.04,On,SWIS,Wind,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,12752.0,45907.200000000004,1592.0,1592,0.45,Off,Off-grid,Wind,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,56803.0,204490.80000000002,1.0,6,4.890195549139618e-06,Off,Off-grid,Wind,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,16787.0,60433.200000000004,2134.0,2134,0.46,Off,Off-grid,Wind,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,5081.0,18291.600000000002,1402.0,1402,0.99,On,SWIS,Gas,2017,2018,2017-18
ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,69421.0,249915.6,15542.0,15542,0.81,On,SWIS,Gas,2017,2018,2017-18
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,772.0,2779.2000000000003,146.0,146,0.68,On,SWIS,Diesel,2017,2018,2017-18
ENERGY GENERATION PTY LTD,Ardyaloon Facility,F,WA,7064.0,25430.4,1420.0,1420,0.72,Off,Off-grid,Diesel,2017,2018,2017-18
