code,name,network_id,network_region,units,location.lat,location.lng
0ORANABESS,Orana,NEM,NSW,"{'0ORANAB1': 'Battery', '0ORANAL1': 'Battery', '0ORANAG1': 'Battery'}",-32.530421,148.962923
OSBORNE,Osborne,NEM,SA,"{'OSB-AG': 'Gas', 'OSB01': 'Gas', 'OSB02': 'Gas'}",-34.7977,138.508099
PALOONA,Paloona,NEM,TAS,{'PALOONA': 'Hydro'},-41.28268,146.24858
PSF,Parkes,NEM,NSW,{'PARSF1': 'Solar'},-33.113056,148.076372
PEDLER,Pedler Creek,NEM,SA,{'PEDLER1': 'Bioenergy'},-35.202388,138.501214
NPPPPS,Pelican Point,NEM,SA,{'PPCCGT': 'Gas'},-34.764365,138.505399
PIBESS,Phillip Island,NEM,VIC,"{'PIBESSL1': 'Battery', 'PIBESS1': 'Battery', 'PIBESSG1': 'Battery'}",-38.483293,145.22488
PINDARI,Pindari,NEM,NSW,{'PINDARI': 'Hydro'},-29.388034,151.244774
PIONEER,Pioneer Sugar Mill,NEM,QLD,{'PIONEER': 'Bioenergy'},-19.557546,147.330825
PLAYF,Playford B,NEM,SA,"{'PLAYFB3': 'Coal', 'PLAYFB4': 'Coal', 'PLAYFB2': 'Coal', 'PLAYB-AG': 'Coal', 'PLAYFB1': 'Coal'}",-32.538886,137.781822
PTINA,Poatina,NEM,TAS,"{'PO110NL1': 'Hydro', 'POAT220': 'Hydro', 'POAT110': 'Hydro'}",-41.805073,146.924365
PAREPW,Port Augusta Energy Park,NEM,SA,"{'PAREPS1': 'Solar', 'PAREPW1': 'Wind'}",-32.595609,137.885629
0PLWF,Port Latta,NEM,TAS,{'0PLWF1': 'Wind'},-40.871168,145.357293
PORTLATT,Port Latta,NEM,TAS,{'PORTLAT1': 'distillate'},-40.857362,145.384824
PORTLCN,Port Lincoln,NEM,SA,"{'POR01': 'distillate', 'POR03': 'distillate'}",-34.700616,135.80453
STANVAC,Port Stanvac,NEM,SA,"{'STANV2': 'distillate', 'PTSTAN1': 'distillate', 'STANV1': 'distillate'}",-35.110345,138.490872
PORTWF,Portland,NEM,VIC,{'PORTWF': 'Wind'},-38.361417,141.38456
QUARANTN,Quarantine,NEM,SA,"{'QPS5': 'Gas', 'QPS3': 'Gas', 'QPS1': 'Gas', 'QPS2': 'Gas', 'QPS4': 'Gas'}",-34.779074,138.522455
QUERIVER,Que River,NEM,TAS,{'QUERIVE1': 'distillate'},-41.610502,145.544305
QBYNB,Queanbeyan,NEM,NSW,"{'QBYNB1': 'Battery', 'QBYNBG1': 'Battery', 'QBYNBL1': 'Battery'}",-35.339311,149.215101
QP,Quorn Park,NEM,NSW,"{'QPSF': 'Solar', 'QPBESS': 'Battery', 'QPBESSL1': 'Battery', 'QPBESSG1': 'Battery'}",-33.079517,148.089521
RACOMIL,Racecourse Mill,NEM,QLD,{'RACOMIL1': 'Bioenergy'},-21.163842,149.135738
RANGEB,Rangebank,NEM,VIC,"{'RANGEB1': 'Battery', 'RANGEB1G1': 'Battery', 'RANGEB1L1': 'Battery'}",-38.0852,145.259434
REDBANK1,Redbank,NEM,NSW,{'REDBANK1': 'Coal'},-32.58,151.072
REECE,Reece,NEM,TAS,"{'REECE1': 'Hydro', 'REECE2': 'Hydro'}",-41.723131,145.136468
REMOUNT,Remount,NEM,TAS,{'REMOUNT': 'Bioenergy'},-41.398447,147.1495
REPULSE,Repulse,NEM,TAS,{'REPULSE': 'Hydro'},-42.507987,146.64717
0RIVERINASF,Riverina,NEM,NSW,{'0RIVERINASF': 'Solar'},-34.309852,146.105225
RESS,Riverina 1,NEM,NSW,"{'RESS1L': 'Battery', 'RESS1': 'Battery', 'RESS1G': 'Battery'}",-34.646668,146.034982
RIVNB,Riverina 2,NEM,NSW,"{'RIVNB2': 'Battery', 'RIVNBG2': 'Battery', 'RIVNBL2': 'Battery'}",-34.646624,146.035025
ROCHEDAL,Rochedale,NEM,QLD,{'ROCHEDAL': 'Bioenergy'},-27.555798,153.123155
RPCG,Rocky Point Cogen,NEM,QLD,{'RPCG': 'Bioenergy'},-27.733564,153.326464
EDLRGNRD,Roghan Road,NEM,QLD,{'EDLRGNRD': 'Bioenergy'},-27.342062,153.049494
ROMA,Roma,NEM,QLD,"{'ROMA_8': 'Gas', 'ROMA_7': 'Gas'}",-26.576788,148.839485
RRSF,Ross River,NEM,QLD,{'RRSF1': 'Solar'},-19.425305,146.715686
ROWALLAN,Rowallan,NEM,TAS,{'ROWALLAN': 'Hydro'},-41.72957,146.218087
ROYALLA,Royalla,NEM,NSW,{'ROYALLA1': 'Solar'},-35.486052,149.141966
RUBICON,Rubicon,NEM,VIC,{'RUBICON': 'Hydro'},-37.292453,145.818202
RUGBYR,Rugby Run,NEM,QLD,{'RUGBYR1': 'Solar'},-21.940469,147.880877
RYANCWF,Ryan Corner,NEM,VIC,{'RYANCWF1': 'Wind'},-38.271156,142.14003
RYEPARK,Rye Park,NEM,NSW,{'RYEPARK1': 'Wind'},-34.63317,148.95364
SALTCRK,Salt Creek,NEM,VIC,{'SALTCRK1': 'Wind'},-37.918698,142.796027
SAPHWF1,Sapphire,NEM,NSW,{'SAPHWF1': 'Wind'},-29.710273,151.44558
SEBSF,Sebastopol,NEM,NSW,{'SEBSF1': 'Solar'},-34.603287,147.554757
SHEP1,Shepparton,NEM,VIC,{'SHEP1': 'Bioenergy'},-36.322223,145.379291
SHOALHAV,Shoalhaven,NEM,NSW,"{'SHPUMP': 'Hydro', 'SHGEN': 'Hydro'}",-34.733085,150.4667
SHOAL,Shoalhaven Starches,NEM,NSW,{'SHOAL1': 'Gas'},-34.8547,150.6138
STWF,Silverton,NEM,NSW,{'STWF1': 'Wind'},-31.86095,141.296349
SITHE,Smithfield,NEM,NSW,{'SITHE01': 'Gas'},-33.850023,150.950051
SMTHBES1,Smithfield,NEM,NSW,"{'SMTHBES1L1': 'Battery', 'SMTHBES1G1': 'Battery', 'SMTHBES1': 'Battery'}",-33.849972,150.947448
SNAPPER,Snapper Point,NEM,SA,{'SNAPPER1': 'Gas'},-34.76452,138.50819
SNOWTOWN,Snowtown,NEM,SA,{'SNOWTWN1': 'Wind'},-33.691598,138.166022
SNOWNTH,Snowtown North,NEM,SA,{'SNOWNTH1': 'Wind'},-33.756479,138.143043
SNOWSTH,Snowtown South,NEM,SA,{'SNOWSTH1': 'Wind'},-33.862624,138.130367
SNOWY4,Snowy,NEM,NSW,{'SNOWY4': 'Hydro'},,
SNOWY5,Snowy,NEM,NSW,{'SNOWY5': 'Hydro'},,
0SNOWY20,Snowy 2.0,NEM,NSW,"{'0SNOWY201': 'Hydro', '0SNOWY202': 'Hydro'}",-35.745207,148.653852
SNUG,Snuggery,NEM,SA,"{'SNUG1': 'distillate', 'SNUG2': 'distillate', 'SNUG3': 'distillate', 'SNUGNL1': 'distillate'}",-37.664996,140.414686
AGLSOM,Somerton,NEM,VIC,{'AGLSOM': 'Gas'},-37.630949,144.953098
SKSF,South Keswick,NEM,NSW,{'SKSF1': 'Solar'},-32.27286,148.649836
STHBKTEC,Southbank Institute Of Technology,NEM,QLD,{'STHBKTEC': 'distillate'},-27.480589,153.020999
SVALE,Springvale,NEM,VIC,{'SVALE1': 'Bioenergy'},-37.973375,145.139695
STGEORGE,St George Leagues Club,NEM,NSW,{'STGEORG1': 'distillate'},-33.974819,151.129354
SLDCBLK,St Leonards Data Centre,NEM,TAS,{'SLDCBLK1': 'Battery'},-41.440151,147.174429
